;start;stop;kpi forecast;kpi standard
0;2018-03-30 21:20:00;2018-03-30 22:22:00;0.0;1.063679919
0;2018-03-31 00:00:00;2018-03-31 02:53:00;-1.159463133;-1.9654996329999994
0;2018-03-31 04:20:00;2018-03-31 06:56:00;-0.13031489;-1.2091640730000002
0;2018-03-31 08:40:00;2018-03-31 10:06:00;5.640598959;9.553299276
0;2018-03-31 11:20:00;2018-03-31 12:49:00;0.0;7.591314797
0;2018-03-31 14:40:00;2018-03-31 17:30:00;0.0;-2.949937043000001
0;2018-03-31 19:40:00;2018-03-31 21:51:00;-6.1991708700000006;-8.553797692999998
0;2018-03-31 23:40:00;2018-04-01 01:57:00;1.215448202;0.08338171399999976
0;2018-04-01 03:00:00;2018-04-01 04:07:00;-0.5789437669999998;-1.9677003659999992
0;2018-04-01 05:20:00;2018-04-01 07:35:00;-3.8057603500000017;-3.953160441000002
0;2018-04-01 09:00:00;2018-04-01 10:18:00;0.0;1.6310816139999997
0;2018-04-01 12:20:00;2018-04-01 13:20:00;-0.2614495520000002;0.15686903599999982
0;2018-04-01 14:20:00;2018-04-01 17:01:00;-2.9932860519999998;-0.9927739880000007
0;2018-04-01 18:00:00;2018-04-01 19:41:00;0.0;-0.724135471
0;2018-04-01 21:40:00;2018-04-02 00:15:00;-3.6797721;-6.786848980000001
0;2018-04-02 02:20:00;2018-04-02 04:16:00;0.0;-2.385177926
0;2018-04-02 05:40:00;2018-04-02 08:10:00;-5.176834101;-5.820007069
0;2018-04-02 09:40:00;2018-04-02 10:54:00;0.0;0.16098975699999998
0;2018-04-02 12:40:00;2018-04-02 14:06:00;0.0;-0.45585600400000015
0;2018-04-02 16:00:00;2018-04-02 18:38:00;-3.1043739800000005;-6.318847883000002
0;2018-04-02 19:40:00;2018-04-02 21:33:00;-0.48470062599999997;-3.2114100249999997
0;2018-04-02 22:40:00;2018-04-03 00:49:00;-0.330643685;-1.4089471150000004
0;2018-04-03 02:00:00;2018-04-03 03:25:00;-1.0625734790000003;-1.891197366
0;2018-04-03 04:40:00;2018-04-03 06:29:00;-1.2032901839999997;-1.4279366149999995
0;2018-04-03 07:40:00;2018-04-03 09:01:00;0.0;-0.05998248299999996
0;2018-04-03 11:00:00;2018-04-03 12:29:00;0.0;2.9666764019999987
0;2018-04-03 14:20:00;2018-04-03 16:56:00;5.275979679000001;4.9810946010000015
0;2018-04-03 18:00:00;2018-04-03 19:40:00;0.0;-1.196341702
0;2018-04-03 21:20:00;2018-04-03 23:51:00;-2.547650552;-3.2884643560000004
0;2018-04-04 01:20:00;2018-04-04 04:18:00;-4.7173178280000005;-6.086863106000002
0;2018-04-04 06:20:00;2018-04-04 08:38:00;-2.4189755330000002;-2.0866142329999997
0;2018-04-04 10:20:00;2018-04-04 11:56:00;0.0;4.8459161889999995
